100	2266																																																																																							
64	63	82	2	3	6	8	10	11	12	14	15	17	19	20	21	22	24	25	27	28	30	32	35	36	37	99	50	73	84	66	65	81	80	59	48	63	39	47	51	92	43	83	67	97	54	60	56	95	89	93	58	78	96	64	88	61	55	62	75	57	52	76	44	79	86	98	68	85	41	49	40	90	71	70	82	45	72	77	87	69	53	42	94	91				
43	10	51	0	1	2	3	8	10	11	17	21	25	28	31	32	35	36	37	38	46	66	87	68	83	89	84	92	54	59	67	51	65	90	99	50	61	94	44	53	72	77	81	88	48	45	62	93	47	52	98	95	86	69																																			
57	70	26	0	1	2	3	9	11	12	18	21	22	24	25	28	30	32	35	36	37	38	76	74	56	66	47	49	85																																																												
92	84	63	0	1	2	3	6	8	9	10	11	13	14	16	21	22	25	27	28	36	37	38	80	99	82	58	76	45	56	53	94	85	78	62	69	73	59	61	52	92	97	74	55	66	48	79	77	88	47	81	44	98	70	68	49	54	43	64	90	46	60	51	87	83	96																							
3	55	68	0	3	5	6	8	10	11	12	13	14	20	25	27	28	33	36	37	38	97	70	45	95	72	53	57	87	79	67	61	50	89	51	62	81	44	86	75	78	65	91	88	94	60	98	99	93	43	82	74	58	52	92	80	63	64	71	85	49	84	90	69	68	56	66	47	73	77	48																		
92	44	59	0	1	2	3	6	8	9	10	11	12	17	19	20	21	22	24	25	27	28	36	38	41	42	94	91	78	51	66	76	45	44	57	67	55	47	68	87	73	99	46	95	56	89	64	84	72	49	71	92	83	65	98	63	80	90	52	96	77	70																											
68	51	55	1	2	11	16	17	20	21	22	25	27	28	32	38	39	41	42	43	51	50	76	64	59	56	49	47	87	48	61	80	81	66	71	82	74	72	86	53	63	84	78	75	94	91	45	69	97	70	93	96	57	67	85	89	65	83																															
52	47	44	3	6	8	10	13	17	20	21	22	25	27	29	31	32	35	36	38	39	41	42	43	44	67	95	92	77	73	49	60	53	51	91	96	57	79	70	80	71	81	65	68	78	54	82																																										
36	41	46	0	6	8	11	12	13	17	19	20	21	22	24	25	28	32	35	36	37	39	41	43	48	79	80	73	49	68	92	62	84	74	64	86	85	51	75	82	58	88	93	57	59	69	54	99	50																																								
27	6	29	0	3	10	11	17	18	20	21	22	24	25	27	30	31	32	35	36	37	38	39	40	41	42	43	44	67	87	77	92																																																									
25	98	29	0	3	6	11	20	21	22	25	27	28	32	33	35	36	37	38	39	41	42	44	46	73	80	66	53	78	52	70	51																																																									
7	40	52	1	2	3	6	9	12	14	15	17	20	21	22	23	24	25	28	32	35	36	38	40	41	42	43	44	45	46	68	57	52	66	97	82	80	55	56	77	96	51	81	94	74	72	84	79	98	95	87	71	69	61	88																																		
37	49	57	0	1	3	6	8	10	11	12	17	21	22	24	27	28	32	35	36	37	38	39	42	44	46	67	53	58	66	69	65	76	81	85	56	63	74	92	54	71	78	77	75	60	64	73	62	52	89	59	72	95	97	79	93	88	90	82	86																													
16	48	55	1	2	3	6	10	11	12	14	20	21	22	23	24	25	26	28	30	32	36	37	38	39	41	42	43	44	45	46	48	49	95	57	60	54	70	92	86	71	93	82	81	78	75	89	88	98	90	74	83	69	62	73	66	79	64																															
26	63	26	0	2	3	8	11	17	21	25	27	32	36	37	38	39	41	42	43	48	49	50	93	76	66	88	78	60																																																												
55	16	58	0	3	8	11	14	20	21	22	24	25	27	28	32	35	36	37	38	39	41	42	44	45	48	50	76	85	78	61	60	80	94	97	92	90	82	75	72	81	88	83	58	54	71	64	84	93	57	95	99	66	65	67	69	73	74	68	91	56																												
94	66	40	0	1	3	6	8	10	11	12	14	17	20	21	22	25	27	28	32	36	37	38	39	41	45	46	50	51	53	85	62	76	71	84	56	73	80	74	61	55	64	98																																														
51	40	29	1	3	4	6	11	12	20	21	22	27	28	32	35	36	37	38	41	43	49	54	57	93	63	77	80	78	85	88	64																																																									
11	79	59	0	3	6	8	11	17	19	20	21	22	25	27	28	31	32	33	35	36	37	38	40	41	42	43	44	49	50	53	54	65	95	64	60	86	85	98	68	62	75	69	87	66	76	91	77	70	74	97	99	90	58	96	71	80	84	83	73	88	94																											
46	76	38	2	3	4	8	9	11	12	17	20	21	22	23	25	27	28	31	32	34	36	37	38	42	43	44	45	46	49	51	53	55	68	79	73	96	59	77	89	66																																																
60	84	62	0	2	3	6	8	9	11	17	21	23	25	26	27	28	32	36	37	38	41	42	46	50	53	56	71	78	59	76	66	77	98	99	88	89	93	86	96	91	61	72	87	62	67	92	84	65	79	70	63	90	80	82	85	73	95	75	83	74	69	97	68	94																								
2	22	33	2	3	6	8	10	16	17	20	21	25	27	28	32	36	37	38	39	41	44	46	50	57	58	80	62	69	92	79	61	99	86	97	67																																																					
8	11	39	3	6	8	9	11	12	16	20	21	22	25	27	28	29	32	36	37	38	41	42	45	50	51	52	53	56	65	82	78	91	90	85	74	76	62	69	79	84	77																																															
34	13	55	0	2	3	6	8	11	14	17	20	21	22	23	24	25	27	32	35	36	37	38	39	41	42	44	49	53	54	58	59	72	74	62	71	75	92	67	89	69	94	84	93	68	82	88	90	91	63	85	99	81	73	80	64	78	96																															
1	54	58	4	6	8	9	11	12	14	18	20	21	22	23	24	25	27	28	29	32	35	36	37	38	39	41	42	46	50	51	54	56	58	59	60	61	66	67	78	72	85	83	86	73	91	68	76	82	81	69	75	65	87	95	92	89	97	70	93	98																												
66	55	56	0	2	5	11	12	17	20	21	22	24	25	27	28	29	32	35	36	37	38	42	43	44	50	55	58	61	77	99	73	93	80	68	81	65	76	98	85	89	70	71	92	83	82	97	79	66	87	86	78	91	75	94	67	72	96	90																														
83	9	57	1	3	5	6	8	10	11	16	18	20	21	22	25	27	28	29	32	35	36	37	38	41	42	43	44	46	50	51	53	54	55	56	61	79	86	69	66	80	75	99	90	72	68	94	81	89	76	71	92	77	84	88	85	67	95	78	97																													
20	68	51	1	2	3	8	9	14	15	17	20	21	22	23	24	25	28	32	35	37	38	39	42	43	44	45	50	53	56	58	60	62	63	81	67	95	79	77	68	75	72	76	69	92	87	78	90	91	70	74	98	99	82																																			
46	36	53	3	4	11	12	17	19	20	21	22	23	24	25	27	28	29	30	32	35	36	38	39	40	41	42	43	44	48	49	50	51	52	53	56	57	58	62	63	64	73	69	67	78	70	92	85	91	93	82	97	83	79	72	77																																	
15	71	40	1	6	8	15	17	20	21	22	23	25	27	28	29	35	36	37	38	39	42	43	44	45	47	50	53	58	59	61	62	63	64	65	66	83	75	99	96	76	93	95																																														
93	54	38	0	3	6	8	9	11	12	18	20	21	22	24	25	27	28	30	31	32	35	38	39	41	42	43	45	46	49	53	56	57	58	61	62	63	64	65	79	80																																																
9	76	54	0	1	3	8	10	12	14	17	20	21	22	23	25	35	36	37	38	39	41	42	44	46	49	50	51	53	56	58	59	60	61	62	64	65	66	91	96	87	98	81	86	77	88	90	93	85	92	72	83	97	71	80	95	70																																
41	47	52	1	2	8	12	13	21	22	25	28	32	35	38	41	42	43	44	45	48	51	56	58	62	63	65	66	69	83	98	74	76	72	82	96	95	71	99	77	73	81	79	80	89	91	84	88	92	94	78	75	87	97	85																																		
50	21	41	0	2	4	6	8	11	17	19	21	22	25	27	28	32	35	36	37	38	42	43	44	45	49	50	51	53	54	56	58	61	63	64	69	70	97	80	99	91	79	87	84																																													
33	10	39	3	11	17	20	21	22	25	27	28	32	36	37	38	39	42	43	44	49	50	53	58	61	62	63	64	65	66	69	70	99	98	95	94	97	76	82	89	96	80																																															
59	17	45	0	3	8	9	11	12	13	17	21	24	25	27	28	30	32	36	37	38	41	42	43	45	46	48	50	51	53	54	56	57	58	61	62	63	66	70	92	96	83	99	86	87	94	78	91																																									
93	10	38	0	2	3	6	12	16	20	21	23	24	25	28	32	34	35	36	37	40	41	42	44	46	49	50	51	53	54	56	58	60	61	65	70	92	93	86	96	94																																																
45	28	44	0	1	2	3	4	8	11	14	16	17	18	20	22	23	24	25	27	28	29	32	34	36	37	38	42	44	46	50	51	53	56	58	61	62	63	64	65	67	70	98	82	93	96	91																																										
88	76	40	2	3	6	9	10	11	12	18	19	21	22	24	25	28	32	35	36	37	38	40	41	43	44	50	52	53	54	56	58	60	62	63	64	65	67	70	72	90	98	89																																														
28	68	46	2	3	4	6	11	14	17	18	19	20	21	22	24	25	27	28	31	32	35	36	37	38	39	41	42	43	45	47	49	50	55	56	57	58	60	63	64	65	66	69	70	98	94	88	91	95																																								
26	9	41	0	1	3	9	11	12	14	17	21	22	23	25	35	36	38	41	42	43	44	45	48	50	51	52	53	55	58	60	61	62	63	64	65	66	70	73	99	88	87	91	93																																													
4	33	40	0	1	2	3	6	11	14	17	20	21	22	24	25	32	35	36	37	38	41	42	45	46	49	50	51	57	58	59	60	63	64	65	66	68	70	71	84	87	89	95																																														
80	30	51	0	1	3	8	11	21	24	25	26	27	28	32	35	36	37	38	41	42	43	44	45	46	48	49	53	54	55	56	58	59	61	63	64	68	69	70	71	72	90	81	95	82	91	98	86	89	85	83	99	92	94																																			
24	49	37	0	2	3	9	11	12	17	20	21	22	23	24	25	27	28	29	32	35	36	38	39	41	42	44	45	49	50	51	53	61	62	63	64	65	69	70	80																																																	
26	35	45	3	4	6	8	11	12	14	15	17	21	22	24	25	27	28	32	36	37	38	41	42	44	45	46	49	50	51	53	58	60	61	62	63	65	66	70	72	75	80	84	93	88	96	89	91																																									
5	49	39	3	5	8	11	12	14	17	20	21	22	25	27	28	30	32	37	38	39	41	43	44	51	53	56	58	62	63	66	67	69	70	73	80	84	89	92	96	93	90																																															
21	87	38	1	2	3	11	12	17	20	21	22	24	25	28	29	32	33	35	36	38	39	42	43	44	46	49	53	54	56	58	60	61	64	70	71	79	82	83	87	86																																																
59	76	42	3	6	8	11	13	16	17	20	21	22	23	24	25	27	28	29	35	36	37	38	40	41	42	44	46	50	53	54	55	56	58	60	61	62	63	64	66	69	70	80	95	94																																												
93	34	36	2	8	11	16	17	20	21	22	25	27	28	31	32	33	38	39	42	44	46	50	51	56	58	59	62	63	64	69	73	74	80	84	95	91	94	99																																																		
55	9	44	0	1	2	3	8	11	17	19	20	21	25	27	28	32	37	38	39	41	42	43	44	47	49	56	58	62	63	65	69	70	71	73	78	79	84	89	99	94	93	92	88	95	90	96																																										
64	42	43	0	8	10	11	12	20	21	22	25	27	28	32	35	36	37	38	39	41	42	46	49	50	51	52	53	55	56	58	61	64	69	70	77	78	82	87	93	99	94	90	95	97	91																																											
97	12	44	2	3	4	6	8	11	12	14	16	20	21	22	23	24	25	27	28	32	33	35	36	37	38	39	42	43	44	50	51	57	58	61	62	63	64	70	72	76	79	80	82	83	87	96																																										
93	63	49	0	1	2	3	6	11	12	14	15	17	20	21	23	24	25	27	28	32	35	36	37	38	39	41	42	43	50	51	53	56	58	60	61	63	64	65	69	76	80	83	87	88	92	98	95	96	97	91	93																																					
35	15	40	11	15	17	21	22	23	24	25	27	28	32	35	37	38	42	43	44	45	53	56	58	60	61	62	63	65	66	69	70	71	73	75	77	78	80	82	86	88	90	96																																														
48	22	44	4	11	18	19	20	21	23	25	28	32	33	35	36	37	38	39	41	42	43	45	46	47	50	51	53	58	59	61	62	63	64	65	66	69	70	73	74	80	83	87	90	94	95	93																																										
100	14	44	2	3	8	12	17	18	20	21	24	25	26	28	32	35	36	37	38	39	42	44	46	50	51	52	53	55	58	61	62	63	66	67	69	74	75	78	82	83	87	88	90	92	97	99																																										
3	35	42	1	2	3	10	11	12	16	17	20	21	24	25	27	28	32	35	36	37	38	39	41	42	43	44	49	53	56	58	61	63	64	70	72	73	74	77	80	85	86	87	88	92																																												
55	93	49	0	1	2	3	11	13	14	15	17	20	21	23	24	25	27	28	32	34	35	36	37	38	39	42	43	45	49	50	51	53	56	58	62	64	65	67	69	70	72	77	79	80	85	86	87	88	90	92	98																																					
54	41	47	1	3	6	8	9	11	12	14	17	20	21	22	23	25	27	28	32	34	35	36	37	38	41	43	44	45	49	56	57	58	61	63	67	69	70	72	73	74	75	82	83	87	89	90	91	97	99																																							
85	83	41	1	3	6	11	12	17	20	21	22	25	27	28	30	32	33	35	36	37	38	41	42	44	49	50	53	56	58	59	62	63	64	66	69	70	71	72	88	90	93	96	99																																													
68	73	41	0	2	3	8	11	14	17	19	20	21	24	25	27	28	32	34	35	36	37	38	39	41	42	43	49	51	54	56	58	62	63	65	69	70	72	75	76	77	80	90	95																																													
100	34	43	3	8	9	11	12	14	17	20	21	24	25	26	28	32	35	36	38	39	41	42	43	46	53	56	58	59	61	63	64	65	67	70	71	72	73	78	80	86	87	88	93	96	97																																											
