100	2655																																																																																																	
70	69	34	1	2	3	4	5	8	10	11	12	16	18	20	27	29	30	32	33	34	36	38	61	60	64	72	94	90	84	49	44	57	73	59	48	79																																																														
48	52	57	0	1	2	3	4	6	8	10	11	13	15	16	17	18	20	21	22	27	29	30	33	34	36	45	99	83	95	72	69	52	46	79	61	65	49	92	43	70	88	63	47	87	94	80	85	81	74	55	90	68	76	54	75	93	82	48	58																																							
38	62	19	1	2	3	4	11	12	13	14	17	18	20	21	22	27	29	30	33	35	59																																																																													
52	58	38	0	1	2	4	8	9	10	12	13	15	16	18	21	22	26	27	29	30	32	33	34	35	36	38	89	54	93	67	60	66	63	91	65	74	48	87	82	72																																																										
41	65	73	1	2	3	4	8	10	12	15	16	18	20	21	23	26	29	30	31	32	33	35	40	88	78	71	64	75	99	93	97	59	55	46	87	51	94	83	67	53	66	65	44	50	45	89	86	98	76	68	69	72	62	90	58	61	48	70	60	52	56	96	57	80	49	81	85	77	47	82	63	73	54	91	95																							
63	86	29	0	1	2	3	5	8	11	12	13	14	15	16	18	21	22	23	24	27	29	30	32	33	34	35	36	39	43	65	87																																																																			
82	69	23	0	1	2	4	6	9	11	12	15	16	18	20	21	27	29	30	32	33	34	40	43	86	67																																																																									
46	68	38	1	2	4	8	9	12	13	15	16	18	20	24	25	26	29	30	33	34	35	36	37	40	43	57	70	56	69	58	59	98	81	74	93	97	68	95	73	77																																																										
89	82	62	1	2	3	4	8	9	10	12	13	15	16	18	21	22	23	24	25	27	29	30	33	36	38	40	43	57	92	98	55	58	71	88	74	65	53	70	50	59	81	85	97	95	79	83	61	66	91	99	89	86	75	63	49	62	96	76	80	90	67	93	60	48																																		
53	57	81	1	2	3	4	7	8	9	10	11	12	13	15	16	18	20	21	24	26	27	29	30	32	33	34	35	36	39	40	42	43	47	77	55	81	64	96	92	62	68	94	69	88	98	76	91	56	85	67	70	61	71	50	58	83	49	59	52	95	80	79	51	87	57	99	63	90	97	53	78	72	75	86	60	84	73	89	54	93	74	66	65															
87	87	41	1	2	3	4	6	7	9	10	11	12	15	16	17	18	20	21	22	26	27	29	32	33	34	35	37	39	40	43	47	48	57	80	76	66	95	83	61	98	94	74	99																																																							
49	62	30	0	2	4	10	12	13	15	16	18	20	21	27	29	30	33	34	35	36	38	43	47	48	97	91	89	94	54	69	76	70																																																																		
41	67	62	1	3	4	9	11	12	13	15	16	18	21	23	27	28	29	30	33	35	38	43	48	90	71	59	70	88	82	99	77	60	58	78	67	62	97	66	73	91	53	81	68	76	85	83	65	86	75	63	55	61	84	56	57	69	98	96	52	94	87	79	74	64																																		
66	83	35	1	2	3	8	9	10	12	13	14	15	18	21	23	24	26	27	29	30	33	34	36	40	43	48	51	81	98	54	56	89	65	77	60	97	74																																																													
46	67	64	0	1	2	4	10	12	13	15	16	17	18	20	21	22	27	28	29	30	32	33	35	36	38	43	47	48	51	90	92	63	91	73	67	85	79	70	86	65	78	61	66	75	77	55	59	76	96	71	87	58	93	60	69	84	97	72	94	74	89	57	98	62	80	95																																
6	7	47	1	2	4	5	7	8	9	10	12	13	15	16	18	20	21	27	29	30	32	33	34	35	36	40	42	43	48	50	52	58	97	60	71	77	66	59	68	94	78	92	88	90	98	84	91	75	80																																																	
63	90	52	0	1	2	3	4	5	6	8	10	11	12	14	15	16	18	21	22	23	24	26	27	29	33	34	35	36	38	40	43	47	48	51	53	89	93	75	69	84	94	73	80	99	97	74	56	82	72	90	63	77	86	61																																												
10	11	55	0	2	3	4	7	9	10	11	12	13	15	16	20	21	23	26	27	28	29	32	33	34	35	36	43	46	48	51	52	55	97	70	75	60	76	79	71	65	82	93	90	92	69	99	83	94	68	64	63	74	84	73	80	59	96																																									
56	97	58	0	1	2	4	9	11	12	13	14	15	16	18	20	23	24	26	27	28	29	30	31	32	33	34	35	36	37	39	43	46	47	48	49	51	53	79	69	74	63	82	61	83	68	60	88	73	93	76	99	70	87	98	91	62	59	64	72	95																																						
21	24	43	1	2	3	4	5	8	9	10	12	13	15	16	17	18	21	22	26	27	29	30	33	34	35	36	38	40	43	46	47	48	51	53	54	76	70	59	67	87	88	72	68	90	86																																																					
27	51	69	0	1	2	3	4	5	7	8	10	12	15	16	18	20	21	27	29	30	33	34	35	36	38	39	41	43	46	47	48	51	53	54	56	57	58	84	60	97	90	93	70	73	91	61	77	99	80	79	88	92	69	64	96	66	62	83	75	86	63	72	78	65	71	94	81	67	85	74	82																											
26	25	36	0	1	2	3	4	8	11	13	15	16	23	24	27	29	30	32	33	34	35	36	38	39	42	43	47	48	51	52	53	54	56	57	59	96	75	79																																																												
64	63	44	1	2	3	4	10	11	13	15	16	18	22	24	27	28	29	33	35	36	38	39	40	43	47	48	49	51	53	55	57	59	79	83	96	94	90	84	69	70	63	86	98	64	67	89																																																				
48	49	42	1	2	4	5	10	11	12	13	15	16	17	18	21	22	23	24	27	29	30	32	33	35	36	37	43	47	48	51	53	57	59	76	85	72	86	68	67	94	63	77	82	97																																																						
93	93	50	0	2	3	4	6	8	10	12	13	15	16	18	20	23	27	29	33	34	35	36	40	42	43	47	48	51	53	55	56	57	59	61	62	86	73	96	83	93	65	90	94	85	79	66	64	70	80	87	68	71																																														
41	67	31	0	1	2	4	8	9	10	11	12	13	15	16	18	20	21	22	27	29	33	34	35	36	39	43	48	51	56	57	59	61	63																																																																	
42	29	36	0	1	2	3	4	5	9	14	15	16	18	21	26	27	28	29	33	34	35	36	37	38	40	42	43	44	47	48	51	52	53	56	59	63	76	74																																																												
24	46	53	1	2	3	4	6	9	10	11	12	13	15	16	18	21	24	27	29	30	33	35	36	38	42	43	47	48	49	51	53	54	59	63	77	75	73	93	85	69	97	83	76	67	81	82	71	72	95	94	79	68	74	90	91																																											
42	52	44	0	1	2	3	4	5	9	10	12	13	14	15	18	20	21	23	27	29	30	32	33	35	36	37	38	42	43	45	47	48	51	53	58	59	61	62	66	87	89	69	75	77	73	99																																																				
36	59	65	1	2	3	4	6	8	9	10	11	12	14	15	16	18	21	22	27	29	30	32	33	34	35	36	38	40	43	46	48	51	54	56	57	58	62	63	66	78	83	77	76	72	97	84	89	94	81	69	92	75	70	86	73	82	80	90	95	79	74	91	88	98	96	93	99																															
81	66	44	0	1	2	3	4	7	11	12	13	15	16	18	22	23	25	26	27	29	30	31	32	33	34	35	36	40	43	46	48	50	51	53	55	56	57	59	61	66	67	68	79	71	88	84																																																				
51	91	64	1	2	3	4	8	9	12	13	15	16	18	20	21	27	29	30	32	33	34	35	36	38	40	43	46	47	48	50	51	53	56	57	58	59	61	63	68	98	80	71	89	78	81	76	73	91	99	97	83	77	88	82	94	90	85	74	93	79	96	87	86	95	84	72																																
52	42	55	0	1	2	3	4	6	8	9	10	11	13	16	17	18	21	22	27	29	30	33	35	36	37	43	47	48	51	53	54	56	59	63	66	69	70	77	96	94	91	87	95	92	85	72	83	93	89	98	86	88	82	76	75	84	97																																									
9	17	46	1	2	3	4	5	6	9	10	11	12	16	20	21	22	23	27	29	30	33	34	36	37	38	39	40	42	43	48	53	55	57	58	59	62	66	68	70	71	80	89	77	94	79	95	91	73																																																		
55	62	54	1	2	3	4	7	9	10	11	12	13	15	16	18	21	22	29	33	34	39	43	46	48	51	53	55	56	57	59	63	66	67	68	70	72	87	78	99	75	92	93	96	85	90	74	94	84	81	79	91	89	97	83	82	98																																										
44	64	57	0	1	2	3	4	9	10	11	12	13	15	16	18	20	21	22	23	26	27	29	32	33	34	35	36	37	38	40	42	46	47	48	49	51	52	53	55	56	57	59	65	66	68	70	73	92	90	78	87	77	88	83	82	99	98	93	94																																							
89	81	47	0	1	2	3	4	5	8	9	10	12	15	16	18	21	22	24	27	29	32	33	35	36	38	40	43	47	48	51	53	54	55	56	59	60	66	67	68	71	73	91	96	83	78	90	95	80	85																																																	
60	57	55	0	1	2	3	4	5	8	9	10	11	12	15	16	18	20	22	23	24	27	29	30	32	33	34	35	36	37	40	43	47	48	49	50	51	53	56	57	58	62	65	66	68	70	71	92	80	79	87	88	97	93	98	99	77	82																																									
82	95	60	0	1	2	3	4	6	8	10	12	15	16	17	18	21	22	23	24	27	29	33	34	35	36	43	46	48	51	52	53	54	55	59	62	66	67	68	70	71	72	74	76	96	83	97	80	87	93	85	78	99	79	88	94	86	91	92	90	95	81	84																																				
45	69	40	2	3	4	5	8	10	11	13	15	16	17	18	20	21	24	26	27	29	32	33	34	35	36	43	48	51	53	54	59	68	70	73	74	75	77	81	80	83	99	97																																																								
86	86	53	1	2	4	8	9	10	11	12	13	15	16	18	21	24	26	27	28	29	30	33	34	35	36	39	40	47	48	51	53	56	57	59	60	61	63	66	68	69	70	72	73	76	77	92	95	86	90	91	83	99	87	94	88																																											
14	19	52	1	2	4	9	10	12	13	16	18	21	22	24	29	30	32	33	34	36	40	43	47	48	49	53	54	55	56	59	63	68	70	72	75	76	77	78	97	91	83	82	81	87	96	90	85	92	94	86	89	84	93	99																																												
51	83	43	0	1	2	4	5	7	8	9	11	12	13	15	16	18	20	22	24	26	27	29	30	32	33	36	37	38	40	43	46	47	48	51	52	59	66	68	70	73	77	78	80	96	88																																																					
92	68	53	1	2	3	4	5	8	9	11	12	13	15	16	18	20	21	22	23	27	29	30	32	33	35	37	40	42	43	51	55	56	57	59	62	66	68	70	71	73	74	76	80	86	84	99	87	85	91	90	96	94	95	92	88																																											
79	99	52	0	2	3	4	6	9	12	13	14	15	16	18	20	21	22	27	29	30	32	33	34	35	36	38	40	43	47	48	49	51	56	57	59	61	63	66	68	70	71	73	74	75	77	78	79	80	85	89	92	96	90	88																																												
40	43	41	0	1	2	3	4	9	11	12	13	14	16	18	21	27	29	30	32	33	34	35	36	38	39	48	51	53	54	55	56	59	61	68	69	70	71	73	77	80	82	88	90																																																							
67	47	49	0	1	2	4	8	9	11	12	13	15	16	18	21	22	24	27	29	32	33	34	35	37	40	43	47	48	51	53	59	62	63	66	70	71	73	75	77	80	82	83	93	89	99	96	94	87	92	91	98																																															
94	82	51	0	1	2	3	4	7	8	9	10	11	12	13	15	16	18	21	23	26	27	29	30	33	34	35	36	38	43	45	47	48	51	53	55	58	59	61	62	63	68	70	71	77	79	80	82	94	97	93	89	95	88																																													
88	82	44	1	2	4	5	8	9	10	11	13	15	20	24	28	29	30	32	33	34	35	36	37	40	42	43	44	48	51	53	57	58	63	67	70	71	73	74	76	77	79	80	82	85	95	97																																																				
24	21	46	0	1	2	3	4	8	9	10	11	12	16	18	21	22	23	24	27	29	30	32	33	35	40	43	47	48	51	54	57	58	59	68	69	70	71	74	76	77	79	81	82	83	84	86	93	95																																																		
68	86	49	1	2	3	4	5	10	12	13	14	15	16	18	21	26	27	29	30	32	33	34	35	36	38	42	43	47	48	50	52	53	55	61	67	68	70	71	72	73	80	83	85	86	98	93	95	90	96	92	97																																															
42	43	56	0	1	2	3	4	6	8	10	11	12	13	15	16	18	21	22	24	27	28	29	30	32	33	34	35	36	38	39	40	43	47	48	51	53	54	55	56	58	59	61	63	66	68	70	73	74	75	77	79	80	82	83	84	89	94	97																																								
95	78	50	1	2	3	4	8	9	10	11	12	13	15	16	18	21	24	27	29	30	32	33	34	36	37	38	42	43	47	48	50	51	53	54	57	59	66	68	70	71	72	73	75	77	79	80	82	85	92	93	96	94																																														
58	47	52	0	1	2	3	4	5	8	9	10	13	15	16	17	18	20	21	22	23	26	27	28	29	33	34	35	36	37	40	47	48	53	54	56	59	68	71	73	74	76	77	79	80	82	83	85	89	91	95	96	93	97	98																																												
89	89	47	0	2	3	4	7	10	11	12	13	15	16	18	20	21	27	29	30	33	40	42	43	46	47	48	53	55	56	57	59	63	66	68	70	71	73	74	76	77	80	85	86	88	89	91	92	96	98																																																	
65	73	55	0	1	2	4	6	8	10	12	13	15	16	18	20	22	23	24	29	32	33	34	35	36	39	40	43	48	49	50	51	53	54	55	56	59	61	62	63	66	68	70	71	72	73	74	77	79	80	82	85	86	90	91	95	98	99																																									
56	89	51	1	2	3	4	8	9	10	12	13	15	16	18	20	21	22	23	24	26	27	29	32	33	34	36	40	43	46	47	48	49	53	57	66	68	70	71	72	75	77	79	82	86	87	88	89	92	94	96	98	99	97																																													
97	88	53	1	2	3	4	5	6	9	10	12	13	14	15	16	18	21	27	28	29	30	32	33	34	35	36	43	47	48	51	53	56	59	60	61	63	68	70	71	73	75	77	80	81	82	83	85	89	91	92	93	95	99	97	98																																											
29	41	49	0	1	2	3	4	12	13	15	16	18	21	27	28	29	30	32	33	34	35	36	43	46	47	48	50	51	52	53	54	55	56	59	62	66	68	70	71	73	76	77	78	80	86	87	89	90	92	95	96																																															
67	80	51	0	1	2	4	5	6	8	10	11	12	13	14	16	18	21	24	26	27	29	30	32	33	34	35	36	37	38	43	46	47	48	49	51	52	53	54	57	61	68	70	71	73	74	76	85	89	92	93	94	95	96																																													
45	55	49	0	1	2	3	4	6	9	10	12	13	15	16	20	21	22	26	27	29	30	32	33	35	36	38	40	43	47	48	49	51	55	56	57	59	67	68	70	73	74	76	77	78	79	80	82	85	94	95	96																																															
